object,jan_version,jan_valid_from,jan_valid_to,june_version,june_valid_from,june_valid_to,change_type,route_affected,material,action,tag_change_json,june_tags_json,june_node_ids_json,parent_child,history_url
way/218735127,13,2023-04-26 12:20:39+00:00,2024-05-28T17:46:20Z,14,2024-05-28T17:46:20Z,2024-06-14T08:05:50Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""trunk"",""maxspeed"":""80"",""name"":""جاده هراز"",""ref"":""77""}","[2279621053,2279621052,8984975023,2279621051,2279621050,2279621049,2279621048,2279621047,2279621046,2279621045,2279621044,2279621043,2279621042,2279621041,2279621040,2279621039,2279621038,2279621037,2279621036,2279621035,2279621034,2279621033,2279621032,2279621031,2279621030,2279621029,2279621028,2279621027,2279621026,2279621025,2279621024,2279621023,2279621022,2279621021,3242416180,2279621020,11940197843,8984975026,2279621018,2279621016]",,https://www.openstreetmap.org/way/218735127/history
way/229292737,15,2023-04-20 12:52:54+00:00,2024-04-27T09:25:12Z,16,2024-04-27T09:25:12Z,2024-12-20T12:50:15Z,A_NON_MATERIAL,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunGate/east+10-chalus:base | JunGate/east+10-chalus:closure | JunGate/east+10-kelardasht:base | JunGate/east+10-kelardasht:closure | JunGate/east+10-nowshahr:base | JunGate/east+10-nowshahr:closure | JunGate/east+5-chalus:base | JunGate/east+5-chalus:closure | JunGate/east+5-kelardasht:base | JunGate/east+5-kelardasht:closure | JunGate/east+5-nowshahr:base | JunGate/east+5-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""alt_name"":""شالیزار"",""highway"":""secondary"",""name"":""دریا ۲۵"",""oneway"":""yes""}","[2379123480,2379123512,2379123539,2379123571,2379123595,2379123614,11853918963,2379123640,2379123697,2379123672,7298121121,7298121127]",,https://www.openstreetmap.org/way/229292737/history
way/229292741,11,2023-06-11 09:21:27+00:00,2024-03-06T20:40:20Z,12,2024-03-06T20:40:20Z,,C_TOPOLOGY,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunGate/east+10-chalus:base | JunGate/east+10-chalus:closure | JunGate/east+10-kelardasht:base | JunGate/east+10-kelardasht:closure | JunGate/east+10-nowshahr:base | JunGate/east+10-nowshahr:closure | JunGate/east+5-chalus:base | JunGate/east+5-chalus:closure | JunGate/east+5-kelardasht:base | JunGate/east+5-kelardasht:closure | JunGate/east+5-nowshahr:base | JunGate/east+5-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""alt_name"":""میدان هاشمی زاده"",""foot"":""yes"",""highway"":""trunk"",""junction"":""roundabout"",""name"":""میدان سید سه نور"",""ref"":""22""}","[2379122849,2379122844,2379122841,2379122836,2379122832,2379122825,2379122821,2379122815,2379122810,2379122808,2379122811,2379122817,2379122823,2379122826,2379122833,2379122837,2379122843,2379122845,2379122850,2379122851,2379122849]",,https://www.openstreetmap.org/way/229292741/history
way/229292746,11,2023-07-08 08:59:39+00:00,2024-03-06T20:40:20Z,12,2024-03-06T20:40:20Z,2024-12-20T12:47:26Z,A_NON_MATERIAL,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunGate/east+10-chalus:base | JunGate/east+10-chalus:closure | JunGate/east+10-kelardasht:base | JunGate/east+10-kelardasht:closure | JunGate/east+10-nowshahr:base | JunGate/east+10-nowshahr:closure | JunGate/east+5-chalus:base | JunGate/east+5-chalus:closure | JunGate/east+5-kelardasht:base | JunGate/east+5-kelardasht:closure | JunGate/east+5-nowshahr:base | JunGate/east+5-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""foot"":""yes"",""highway"":""trunk"",""lanes"":""1"",""name"":""کمربندی غربی محمودآباد"",""oneway"":""yes"",""ref"":""22""}","[2379122895,2379122877,7608378980,6299621142,2379122863,2379122859,6478842699,2379122850]",,https://www.openstreetmap.org/way/229292746/history
way/230268443,24,2023-12-16 08:37:37+00:00,2024-04-08T07:25:51Z,25,2024-04-08T07:25:51Z,2024-07-08T07:12:15Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""alt_name"":""جاده چمستان"",""highway"":""primary"",""maxspeed"":""70"",""oneway"":""yes""}","[9920666205,2387911893,11801461978,2387911890,3792264337,2387911888,2387911887,2387911885,2387911883,2387911880,3791132916,2387911878,2387911874,3791132918,2387911872,2387911870,2387911867,2387911861,2387911853,2387911844,2387911840,11082124455,7205413873,2387911806,3791132903,3792264271,11422393771,7205443089,2387911796,2387911794,2387911792,2387911789,2387911787,2387911785,3792264303,2387911776,2387911767,2387911763,2387911760,2387911757,2387911754,2387911752,2387911750,2387911747,2387911746,2387911743,2387911741,2387911736,2387911733]",,https://www.openstreetmap.org/way/230268443/history
way/230268499,10,2023-03-01 12:49:52+00:00,2024-02-10T15:52:46Z,11,2024-02-10T15:52:46Z,2025-03-25T05:07:15Z,A_NON_MATERIAL,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunGate/east+10-chalus:base | JunGate/east+10-chalus:closure | JunGate/east+10-kelardasht:base | JunGate/east+10-kelardasht:closure | JunGate/east+10-nowshahr:base | JunGate/east+10-nowshahr:closure | JunGate/east+5-chalus:base | JunGate/east+5-chalus:closure | JunGate/east+5-kelardasht:base | JunGate/east+5-kelardasht:closure | JunGate/east+5-nowshahr:base | JunGate/east+5-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""sidewalk"":[""yes"",""right""]}","{""highway"":""trunk"",""lanes"":""2"",""maxspeed"":""60"",""name"":""بلوار سردار شهید سید محمد علوی"",""oneway"":""yes"",""ref"":""22"",""sidewalk"":""right""}","[2387913496,6481975062,10701850668,5885737920,6481975064,5885737919,8869227653,10568262732,10568262729,10568262723]",,https://www.openstreetmap.org/way/230268499/history
way/251021082,15,2023-06-04 19:13:23+00:00,2024-02-14T12:37:12Z,17,2024-02-14T12:37:12Z,,B_ROUTING_ATTRIBUTE,Jan/east-chalus:base | Jan/east-chalus:closure | Jan/east-chalus_alt:base | Jan/east-chalus_alt:closure | Jan/east-kelardasht:base | Jan/east-kelardasht:closure | Jan/east-kelardasht_alt:base | Jan/east-kelardasht_alt:closure | Jan/east-nowshahr:base | Jan/east-nowshahr:closure | Jan/east-nowshahr_alt:base | Jan/east-nowshahr_alt:closure | Jun/east-chalus:base | Jun/east-chalus:closure | Jun/east-kelardasht:base | Jun/east-kelardasht:closure | Jun/east-nowshahr:base | Jun/east-nowshahr:closure | JunGate/east+0-chalus:base | JunGate/east+0-chalus:closure | JunGate/east+0-kelardasht:base | JunGate/east+0-kelardasht:closure | JunGate/east+0-nowshahr:base | JunGate/east+0-nowshahr:closure | JunSens/east-chalus:base | JunSens/east-chalus:closure | JunSens/east-chalus_alt:base | JunSens/east-chalus_alt:closure | JunSens/east-kelardasht:base | JunSens/east-kelardasht:closure | JunSens/east-kelardasht_alt:base | JunSens/east-kelardasht_alt:closure | JunSens/east-nowshahr:base | JunSens/east-nowshahr:closure | JunSens/east-nowshahr_alt:base | JunSens/east-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,"{""highway"":[""trunk"",""primary""],""old_name"":[null,""میدان چاکسر""],""name"":[""میدان شهید فهمیده"",""میدان شهیدان محمدزاده""],""alt_name"":[""میدان چاکسر"",""میدان شهید فهمیده""]}","{""alt_name"":""میدان شهید فهمیده"",""highway"":""primary"",""junction"":""roundabout"",""lanes"":""3"",""name"":""میدان شهیدان محمدزاده"",""old_name"":""میدان چاکسر"",""oneway"":""yes""}","[5578807038,10943744310,10943744314,10943744315,2573199916,2573199882,10943744311,2573199883,2573199885,10943744316,10943744312,10943744317,2573199886,10943744319,10943744320,10943744321,2573199903,10943744318,2573199905,2573214508,2573199907,2573199911,2573199892,10943744313,2573199897,2573199899,10943744309,2573199901,5578807038]",,https://www.openstreetmap.org/way/251021082/history
way/305377976,9,2023-04-26 12:20:39+00:00,2024-05-28T17:46:20Z,10,2024-05-28T17:46:20Z,2026-02-18T21:59:32Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""trunk"",""layer"":""-1"",""maxspeed"":""80"",""name"":""جاده هراز"",""ref"":""77"",""tunnel"":""yes""}","[2279621085,11940197851,11940197852,2279621084,11940197853,5041772205,2279621083,2279621082,2279621081,2279621080,2279621079,2279621073]",,https://www.openstreetmap.org/way/305377976/history
way/305377977,12,2023-04-26 12:20:39+00:00,2024-05-28T17:46:20Z,13,2024-05-28T17:46:20Z,2024-06-14T10:41:16Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""trunk"",""maxspeed"":""80"",""name"":""جاده هراز"",""ref"":""77""}","[2279621076,11940197847,3938015136,3100003074,4379150803,3938015137,3100003075,11940197848,11940197849,4379150804,3100003076,3938015139,3100003077,3938015138,11940197850,2279621085]",,https://www.openstreetmap.org/way/305377977/history
way/307612319,28,2023-11-01 18:08:20+00:00,2024-04-01T18:46:28Z,30,2024-04-01T18:46:28Z,2026-05-10T10:59:51Z,A_NON_MATERIAL,Jan/south-chalus:closure | Jan/south-chalus_alt:closure | Jan/south-kelardasht:closure | Jan/south-kelardasht_alt:closure | Jan/south-nowshahr:closure | Jan/south-nowshahr_alt:closure | Jan/south_10-chalus:closure | Jan/south_10-chalus_alt:closure | Jan/south_10-kelardasht:closure | Jan/south_10-kelardasht_alt:closure | Jan/south_10-nowshahr:closure | Jan/south_10-nowshahr_alt:closure | Jan/south_5-chalus:closure | Jan/south_5-chalus_alt:closure | Jan/south_5-kelardasht:closure | Jan/south_5-kelardasht_alt:closure | Jan/south_5-nowshahr:closure | Jan/south_5-nowshahr_alt:closure | Jun/south-chalus:closure | Jun/south-kelardasht:closure | Jun/south-nowshahr:closure | JunGate/south+0-chalus:closure | JunGate/south+0-kelardasht:closure | JunGate/south+0-nowshahr:closure | JunGate/south+10-chalus:closure | JunGate/south+10-kelardasht:closure | JunGate/south+10-nowshahr:closure | JunGate/south+5-chalus:closure | JunGate/south+5-kelardasht:closure | JunGate/south+5-nowshahr:closure | JunSens/south-chalus:closure | JunSens/south-chalus_alt:closure | JunSens/south-kelardasht:closure | JunSens/south-kelardasht_alt:closure | JunSens/south-nowshahr:closure | JunSens/south-nowshahr_alt:closure | JunSens/south_10-chalus:closure | JunSens/south_10-chalus_alt:closure | JunSens/south_10-kelardasht:closure | JunSens/south_10-kelardasht_alt:closure | JunSens/south_10-nowshahr:closure | JunSens/south_10-nowshahr_alt:closure | JunSens/south_5-chalus:closure | JunSens/south_5-chalus_alt:closure | JunSens/south_5-kelardasht:closure | JunSens/south_5-kelardasht_alt:closure | JunSens/south_5-nowshahr:closure | JunSens/south_5-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""full_name"":""بزرگراه شهید حسین خرازی"",""full_name:fa"":""بزرگراه شهید حسین خرازی"",""highway"":""trunk"",""lanes"":""4"",""maxheight"":""12"",""maxspeed"":""90"",""name"":""بزرگراه خرازی"",""name:en"":""Kharrazi Expressway"",""oneway"":""yes"",""ref"":""14""}","[2251206727,10648225555,3128081969,3110992493,6577672425,6577672424,6577672423,2251206743,10648225556,3268736505,3128091512,3110992498,3128091513,3110992504,3128091514,2251206752,3128091517,3110992513,6631402987,3128075196,3110992515,3128081961,3128075194,2251206760,3310612865,6698456244,3128081962,3110852195,3110852194,2251206750,3150458479,4852383993]",,https://www.openstreetmap.org/way/307612319/history
way/322815333,35,2023-10-26 04:59:58+00:00,2024-02-19T07:51:37Z,36,2024-02-19T07:51:37Z,,C_TOPOLOGY,Jan/west-chalus:base | Jan/west-chalus:closure | Jan/west-chalus_alt:base | Jan/west-chalus_alt:closure | Jan/west-kelardasht:base | Jan/west-kelardasht:closure | Jan/west-kelardasht_alt:base | Jan/west-kelardasht_alt:closure | Jan/west-nowshahr:base | Jan/west-nowshahr:closure | Jan/west-nowshahr_alt:base | Jan/west-nowshahr_alt:closure | Jun/west-chalus:base | Jun/west-chalus:closure | Jun/west-kelardasht:base | Jun/west-kelardasht:closure | Jun/west-nowshahr:base | Jun/west-nowshahr:closure | JunGate/west+0-chalus:base | JunGate/west+0-chalus:closure | JunGate/west+0-kelardasht:base | JunGate/west+0-kelardasht:closure | JunGate/west+0-nowshahr:base | JunGate/west+0-nowshahr:closure | JunGate/west+10-chalus:base | JunGate/west+10-chalus:closure | JunGate/west+10-kelardasht:base | JunGate/west+10-kelardasht:closure | JunGate/west+10-nowshahr:base | JunGate/west+10-nowshahr:closure | JunGate/west+5-chalus:base | JunGate/west+5-chalus:closure | JunGate/west+5-kelardasht:base | JunGate/west+5-kelardasht:closure | JunGate/west+5-nowshahr:base | JunGate/west+5-nowshahr:closure | JunSens/west-chalus:base | JunSens/west-chalus:closure | JunSens/west-chalus_alt:base | JunSens/west-chalus_alt:closure | JunSens/west-kelardasht:base | JunSens/west-kelardasht:closure | JunSens/west-kelardasht_alt:base | JunSens/west-kelardasht_alt:closure | JunSens/west-nowshahr:base | JunSens/west-nowshahr:closure | JunSens/west-nowshahr_alt:base | JunSens/west-nowshahr_alt:closure,NO,Use 12-Jun version; no route/corridor effect,{},"{""highway"":""trunk"",""lanes"":""2"",""lit"":""yes"",""maxspeed"":""60"",""name"":""جاده ساحلی"",""oneway"":""yes"",""ref"":""22"",""sidewalk"":""yes"",""surface"":""asphalt""}","[2396992264,5724732356,6411897237,3811854900,5724732336,5134977138,2396992255,6385641502,2396992251,2396992248,2396992246,5723492027,6402340431,11290070954,11290070953,11290070952]",,https://www.openstreetmap.org/way/322815333/history
way/372803165,16,2023-09-07 03:23:22+00:00,2024-03-17T09:22:10Z,17,2024-03-17T09:22:10Z,,A_NON_MATERIAL,Jan/south-chalus:base | Jan/south-chalus_alt:base | Jan/south-nowshahr:base | Jan/south-nowshahr_alt:base | Jan/south_10-chalus:base | Jan/south_10-chalus_alt:base | Jan/south_10-nowshahr:base | Jan/south_10-nowshahr_alt:base | Jan/south_5-chalus:base | Jan/south_5-chalus_alt:base | Jan/south_5-nowshahr:base | Jan/south_5-nowshahr_alt:base | Jun/south-chalus:base | Jun/south-nowshahr:base | JunGate/south+0-chalus:base | JunGate/south+0-nowshahr:base | JunGate/south+10-chalus:base | JunGate/south+10-nowshahr:base | JunGate/south+5-chalus:base | JunGate/south+5-nowshahr:base | JunSens/south-chalus:base | JunSens/south-chalus_alt:base | JunSens/south-nowshahr:base | JunSens/south-nowshahr_alt:base | JunSens/south_10-chalus:base | JunSens/south_10-chalus_alt:base | JunSens/south_10-nowshahr:base | JunSens/south_10-nowshahr_alt:base | JunSens/south_5-chalus:base | JunSens/south_5-chalus_alt:base | JunSens/south_5-nowshahr:base | JunSens/south_5-nowshahr_alt:base,NO,Use 12-Jun version; no route/corridor effect,"{""maxspeed"":[""50"",""40""]}","{""destination:ref"":""3"",""hgv"":""no"",""highway"":""motorway"",""lanes"":""2"",""lit"":""yes"",""lock"":""yes"",""maxspeed"":""40"",""motorcycle"":""no"",""name"":""آزادراه تهران - شمال"",""name:en"":""Tehran - North Freeway"",""oneway"":""yes"",""ref"":""3"",""surface"":""asphalt"",""toll"":""yes""}","[4009794344,6231976978,6231977804,2141921303,2141921304,4009794345]",,https://www.openstreetmap.org/way/372803165/history
